,F010101A,F010201A,F010401A,F010701B,F010801B,F011201A,F080501A,F080601A,F081001B,F081101B,F081201B,F081601B,F082201B,F082701A,F060101B,F060301B,F050101B,F050201B,F050301B,F050401B,F050501B,F050901B,F053201B,F053301B,F051301B,F051701B,F053401B,F052101B,F053202B,F040101B,F040201B,F040401B,F040501B,F040801B,F041201B,F041401B,F041701B,F041801B,F070101B,F070201B,InternationalBig4,TotalAuditFee,ContrshrProportion,Mngmhldn,Boardsize,IndDirectorRatio,SupervisorSize,Y0301b,Y0501b,ChairmanHoldsharesRatio,ManagerHoldsharesRatio,Y1001b,LargestHolderRate,TopTenHoldersRate,IsDisclosingEvaRep,IsValid,IsDeficiency
SupervisorSize,-0.10038084462735078,-0.09815546133795572,-0.06121320483637925,-0.006388569956239418,-0.029698352885371124,0.038440474359304366,-0.0025838675076259956,-0.03640678556662785,0.0016504884882077016,0.0007016889111652115,-0.008590774755767562,0.00018982995458758262,-0.0023724177226947343,-0.008963072863372662,0.012525786978436239,0.0026014884061606033,-0.01549701108012443,-0.016956780485120556,0.0024116761008981117,0.0027482506702388005,-0.0034276509570351785,-0.02302208899845694,0.002135168425703146,-0.10252332292182036,0.10252332292182018,-0.004816272499853658,-0.00251403240690842,-0.007338749840856622,-0.0018363534822451425,-0.04860983109078358,-0.0018138231966006498,0.0024652286514557854,-0.00381824498896262,-0.002552630573152685,0.10407393644053696,0.0009729001849749947,-0.017510332059169378,0.009792157359645956,0.009389146484812146,-0.0003487461389436766,-0.0995653317514392,0.12877439149775188,0.07409117082729998,-0.1755436784811855,0.27761616877185596,-0.06707301558200716,1.0,-0.2101557859571092,0.14964463227547972,-0.15750142694670388,-0.12568761099403503,0.10510461767810281,0.11553588157418199,0.0026024083509831905,0.059348105532368474,0.002536829765459873,-0.18865914830570052
Y0301b,0.08086987908872224,0.08528233962976953,0.05687686217058863,0.0002178811908100625,0.05618834852785952,-0.03589955958230075,-0.004159980269043981,0.0756626529290539,0.00278769801619534,0.00792505310531799,-0.0005770899992355662,0.00015536944490455193,-0.004257169089499045,0.02981944352790391,-0.019357425365375262,-0.003570919667390659,0.0537827470924445,0.05368973791608677,0.039287794512769834,0.009758494411411496,0.021263845260360712,0.020410899610020714,0.013083265039580242,0.1373442883367148,-0.13734428833671558,0.003750595624722198,0.0035585273445075142,0.049173934390618075,0.002691614080757065,0.03873564213257346,-0.008804870575370766,-0.025881702200087724,-0.0017779981592437222,-0.011047437405417259,-0.0629794340191759,-0.017318244177766264,0.03643383491590473,-0.01818096382622084,-0.0035805795594066768,0.00017150968783740758,0.09098351447544958,-0.07210685038381072,-0.07848651785274842,0.18872890574960438,-0.026723247826634766,-0.026944709929736875,-0.2101557859571092,1.0,-0.21518113275939652,0.12352601134665261,0.09868320874338843,-0.04403461110722327,-0.1535038470293939,0.03561560419847732,-0.08780162450689692,-0.05326247302836269,0.2635782713197387
Y0501b,-0.05688485077453987,-0.057563885393026044,-0.03841347114008076,0.003254038386995634,-0.04332385978117433,0.019131361106605,0.004536782391755349,-0.02731043023720668,0.00032295679139339315,1.5375149275951623e-05,-0.004206041226953786,0.00018125308752328764,0.004627358526177468,-0.012331079056774776,0.00947678283504152,0.0029081721721780367,-0.027829536002077188,-0.02722316053397716,-0.021094126990434402,0.00819435320051677,-0.009833425817657173,-0.012906208392175265,-0.008608013121090058,-0.08001168163337634,0.08001168163337632,-0.0057639910011662516,-0.002871403798312614,-0.030801408079141595,-0.012318376005996253,-0.026521614375077284,0.00849109485858253,0.006126732532327859,0.0062839295197155915,0.009340896512929917,0.046847440207369424,0.00825931326353524,-0.014338616963380499,0.01321904464828939,0.004047795106337461,-0.0005383066495877412,-0.06233084690764657,0.04821650335882155,0.08540930679557864,-0.11972415304387309,0.016139236837823683,0.03518636475396262,0.14964463227547972,-0.21518113275939652,1.0,-0.0917800082181566,-0.07403868282522194,0.02345458282466773,0.12770391427818262,-0.13558121659033684,0.04185049488541966,0.017428260929584227,-0.1344396630698636
ChairmanHoldsharesRatio,0.16382933589744095,0.16838890407249174,0.1235819844061461,-0.00155033840567122,0.03651823852854166,-0.05466728717515137,-0.003302657438600115,0.07976689320993591,0.002629821972812925,-0.00855099125398586,0.006243587987656034,-0.0036138363807525758,-0.00350350802947308,0.025632207902148343,-0.008599028276864746,-0.007980512412974674,0.0042804460324990775,0.01129460138639666,0.00648636655862154,0.004870523285358335,0.001595564378604812,0.01236779051778164,0.011090944382410919,0.09320742736815776,-0.09320742736815686,0.01030118121128674,0.008054103519254598,0.024628177363737194,-0.002817846123567917,0.04534159170883111,-0.003458088321575421,-0.006425669203248255,-0.002121952030915276,-0.004042192165372553,-0.1272514606999046,-0.014617621091933408,-0.07922376970555774,-0.028327845571119385,-0.00788846420433967,0.008907109914291719,0.06426619167402518,-0.0874531248782005,0.1337436064542282,0.872655117217926,-0.2412247731360673,0.10403683364275108,-0.15750142694670388,0.12352601134665261,-0.0917800082181566,1.0,0.7441708581094671,-0.3411509547876251,0.09094533289321902,0.20227676948431228,-0.005612655598922506,-0.0233963717657649,0.06693197052950887
ManagerHoldsharesRatio,0.15586921255263064,0.16052690628723035,0.11850210207508825,-0.0009510047156042437,0.033735401349671,-0.04580166129383925,-0.002514417952278326,0.07368213706687782,0.0017676577113303626,0.001953561738017664,0.005773598689915815,-0.0026553163645004624,-0.0027526599419829723,0.028494106922208884,-0.006600239005428671,-0.011484205614748893,0.003175213798921915,0.009046185504255908,0.004470353839056488,0.003940144943480884,-7.1018384661095365e-06,0.009289109577450645,0.009269476456935807,0.08792966617987949,-0.0879296661798784,0.013993324885274458,0.011515832674036643,0.02103370096410162,-0.0021660872211547734,0.03384489088987644,-0.0025781045468824555,-0.000557881005477041,-0.0019944178201546886,-0.003204837539041721,-0.10950954806777777,-0.011645197976789798,-0.0655907807901392,-0.022841710891786157,-0.006427992673525675,0.012375146757397959,0.05037992527756504,-0.07102823044040395,0.1269165146700716,0.6848238757515177,-0.19624174352457374,0.09678264621822648,-0.12568761099403503,0.09868320874338843,-0.07403868282522194,0.7441708581094671,1.0,-0.5618014174288053,0.07206734621342534,0.19027242646316012,-0.0045752540654766536,-0.025098050984506664,0.05278137497927488
Y1001b,-0.11138613560973103,-0.11337633556207746,-0.08279801041967069,0.0038004432618871107,0.004599580990275202,0.02974638123037971,0.003456537857794755,-0.054094095541752964,-0.0013179956929877496,-0.002164095293967441,-0.003931294370174582,0.0031490711913255906,0.0036881778479039237,-0.019867885076738732,-0.00018436078730531402,0.009346003438591205,0.018375301253999075,0.012766384361449203,0.010682834637415858,-0.004626284835353735,0.0025373574330281507,-0.007424580272984171,0.001339246826652386,-0.04193717877038539,0.041937178770385,-0.01213897964511995,-0.009316398063403373,0.013399208518588808,-0.0076185295219905235,-0.03131731668509367,0.0034380341630777674,-0.008703862785755573,0.004034432646242794,0.004044145959631074,0.10008480174079612,0.011424763488432287,0.07817290264255793,0.017339434730041736,0.0042289154047547165,-0.008375773424650316,-0.012638158900843221,0.030635702200549165,0.003039549063618533,-0.3035442379258463,0.21798439847576712,-0.12671361538298506,0.10510461767810281,-0.04403461110722327,0.02345458282466773,-0.3411509547876251,-0.5618014174288053,1.0,0.021349189446783903,-0.036030275653251065,0.006278695043990735,-0.006807810137044265,-0.004828081493022861
LargestHolderRate,-0.008039815515435473,-0.010905338732412404,0.00614142606023072,-0.002601801493763845,0.057259754138579644,2.2327656551990903e-05,-0.0027493525399364654,-0.005930782216683097,0.011996400072403155,0.0007459554776820073,0.003637485706082004,-0.005393429511020693,-0.0025180341170334694,0.004403047052811422,-0.0036409101098589685,0.003857750906311301,0.039510710180990574,0.03841168226135118,0.045256391499250405,0.00924893012971495,0.013689099803129953,-0.014194556790973051,0.037276972543191705,-0.01183203991406679,0.011832039914066594,-0.005376997565409572,-0.00365249108017267,0.06594047156306283,-0.0059752320761571,-0.06762620227267603,-0.0026170258163665705,-0.0032686611395285467,-0.004468707462612382,-0.002268008041304856,0.07767949472325952,-0.0018550524695290387,0.04361761293134955,-0.001343489626894813,-0.007260314578175154,0.0036185826017863785,-0.13738809239580438,0.10099115541949114,0.839208188969247,-0.02150923961787168,0.011871866366224448,0.03694251793551125,0.11553588157418199,-0.1535038470293939,0.12770391427818262,0.09094533289321902,0.07206734621342534,0.021349189446783903,1.0,0.6363728821930923,0.05642398706750812,-0.05265136191141523,-0.07446345852090915
TopTenHoldersRate,0.09829598834942102,0.10064478850843393,0.09609115402002884,0.004276785981131241,0.10737552184654954,-0.03699379634671748,-0.003987629727760348,0.08205834102113058,0.011919302061233083,0.003272629826015402,0.010756332155105271,0.0017964445913313098,-0.004261127606462431,0.03260849132063427,-0.0040460467933753005,0.0038714691406823757,0.07624214631099648,0.07541159211498973,0.07190394066230198,0.00557681808869727,0.021883769346286504,0.0061282141431337886,0.0561378259729406,0.10861311107323508,-0.10861311107323568,-0.003675003520207123,-0.003651845538216427,0.09675460361134683,-0.007027882686089484,-0.05322740895263273,-0.00945586466786913,-0.018864809887509673,-0.007608129819048746,-0.007848815410172417,0.032811739278082855,-0.007237254183218342,0.04293848797126878,-0.017337860672823446,-0.01647145867159388,-0.0017956537838454446,-0.15514859994238306,0.10381721566167677,0.6146541662008733,0.1924493749184144,0.03589195273569308,-0.0016298551702924572,0.0026024083509831905,0.03561560419847732,-0.13558121659033684,0.20227676948431228,0.19027242646316012,-0.036030275653251065,0.6363728821930923,1.0,0.04483701593653029,-0.07453316981869292,0.02350525192396299
IsDisclosingEvaRep,-0.013046895218463367,-0.014015042105576695,-0.0061705925974531745,-0.0025992342208534533,-0.002044334009816328,0.004139946437322756,-0.00105537884402668,0.009834179196084711,0.0012072429063250008,-0.0008427254886018638,0.0020691207287519744,-0.0006606208630220463,-0.0009787628109953414,0.001967046534242849,0.0014262265515123053,0.0010047704795546981,0.00033003008130366355,-0.0007369646634074294,0.0014499415559451002,-0.000198334222931597,-0.0009226019340292307,-0.006580916874032965,0.004531193824790244,-0.02391491215405215,0.023914912154052625,-0.001800705112337701,-0.0010343180634286235,-0.0032497419890184704,-0.0007682885546410142,-0.015114711236007414,-0.0009807309479556406,0.0021653960097022884,-0.00020759762668326218,-0.0010526548678237984,0.02916868236371885,-0.0010566730467855261,0.0035883990162716823,0.0013354501255643384,0.001391072085389372,-0.0008852358608618727,-0.02620594814933511,0.017888965429701274,0.04108758653521882,-0.019545918341412095,0.029984910566499767,-0.0038995578505279555,0.059348105532368474,-0.08780162450689692,0.04185049488541966,-0.005612655598922506,-0.0045752540654766536,0.006278695043990735,0.05642398706750812,0.04483701593653029,1.0,-0.015427062674482704,0.08801870760070868
IsValid,-0.03391912998868796,-0.029688371081086608,-0.03233066254492674,-0.0021615659173560516,-0.05052080207500371,0.06721158076926301,-0.0007208092455937,-0.034139797621940804,-0.030695235236190332,-0.003141404771417748,-0.02101546040971898,-0.0005637922759693477,-0.0006525494241016926,-0.031410194810002054,-0.001780995562499057,0.0005787519455461051,-0.14695825452850242,-0.15175818404781116,-0.14296710553801079,-0.0455440818972912,-0.10035871001859051,0.014842958251546478,-0.10483531776657476,-0.08323104389154029,0.08323104389154012,-0.000550714850793802,-0.0006698868245906973,-0.17295554453955134,-0.0005220835242436895,0.09291210332936503,-0.0006907144809779309,0.03543125130192258,0.005772666897405881,-0.00043136872034176763,-0.028325932846819783,0.0020937703543491733,-0.04055905729011535,0.0147281046309256,0.0021260539065051562,-9.104722958625207e-05,0.005620348343257355,0.01361865987083157,-0.06053007311571849,-0.031164018818571913,-0.032065617604031524,0.023849512480089978,0.002536829765459873,-0.05326247302836269,0.017428260929584227,-0.0233963717657649,-0.025098050984506664,-0.006807810137044265,-0.05265136191141523,-0.07453316981869292,-0.015427062674482704,1.0,-0.1752702703210962
IsDeficiency,0.07869970978830303,0.07548086538098531,0.05484273538233587,0.007382473465820741,0.06931297712899874,-0.04071959063168702,-0.0036699442312237824,0.04223071383679772,0.013445755235049614,0.010866076352832842,0.017692746403059262,-0.007447445447191244,-0.0036975433619589556,0.015696394299044895,-0.0033065693480105363,-0.0013971201014313232,0.06307557107582284,0.0628628069516366,0.0445287252493887,0.017895301747266744,0.031327804368165235,0.006929698798070432,0.03223493657824906,0.12191548391014702,-0.12191548391014723,-0.0009818776513659535,0.0015680049855741523,0.06759126683376061,0.0028471042896419533,0.001484119872895376,0.003327021126690941,-0.007881067075976177,0.0026507655752609893,-0.006802766215884399,-0.031630695977906034,-0.0007870835571155831,0.047089072048973744,-0.010293598819475813,-0.0050516129252197485,0.0009767963614369123,0.10647071129523442,-0.12081452151400648,-0.038768188688790936,0.0841454579764207,-0.027014951599106732,-0.04529233448688877,-0.18865914830570052,0.2635782713197387,-0.1344396630698636,0.06693197052950887,0.05278137497927488,-0.004828081493022861,-0.07446345852090915,0.02350525192396299,0.08801870760070868,-0.1752702703210962,1.0
